weight	classification	source	location	subject	claim
ORDINARY	NO-SUBJECT	comment	boltrig/identity/sessions.py:285		request.
ORDINARY	NO-SUBJECT	comment	boltrig/identity/sessions.py:288		membership was revoked drops fail-closed.
ORDINARY	NO-SUBJECT	comment	boltrig/identity/sessions.py:305		a cross-site form cannot set.
ORDINARY	NO-SUBJECT	comment	boltrig/identity/sessions.py:328		fail-closed and covers a mid-session policy flip, not just fresh logins.
ORDINARY	NO-SUBJECT	comment	boltrig/identity/sessions.py:359		never widen (COUNTY 5).
ORDINARY	NO-SUBJECT	comment	boltrig/identity/sessions.py:366		to it - a cross-org read is impossible.
ORDINARY	NO-SUBJECT	comment	boltrig/identity/tokens.py:115		it here.
ORDINARY	NO-SUBJECT	comment	boltrig/identity/tokens.py:131		effective_grants_for_request and narrow_grants_to_workspace, and never drive a
ORDINARY	NO-SUBJECT	docstring	boltrig/identity/totp.py:142		The at-rest sha256 of a recovery code - never the plaintext (D2).
ORDINARY	NO-SUBJECT	comment	boltrig/identity/totp.py:61		challenge path (D5): verifying a presented code against it always fails but
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/__init__.py:166		List work items, row-scoped by department at the store (US-IAM-02).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/__init__.py:52		[2026] VJS-COUNTY 9: the distinct, tamper-evident security-signal stream
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/__init__.py:54		security writer records fail-safe so a signal never breaks a guarded path.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/__init__.py:75		selected;
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:224		Owner-only, fail-closed, audited answer to an agent's clarifying QUESTION
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:226		ONLY a QUESTION HITL - never an approval (those stay on the approvals panel
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:228		never be laundered into clearing a gated verb.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:244		(SEC-181;
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:265		Owner-only, fail-closed, audited cancellation ([2026] VJS-COUNTY 6, D5):
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:266		scoped-read roles may read but never cancel, and a non-owner gets 403
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:276		never interrupted;
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:417		is RE-AUTHORIZED against membership, fail-closed: a workspace that does not
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:419		so a client can never set an active workspace it is not a member of, and a
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:420		client-supplied value is never trusted without this check.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:424		session to carry an active context.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:464		to several orgs;
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:465		RE-AUTHORIZED against org_members, fail-closed: an unknown org is 404, an org
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:476		active org.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:582		denial leaves no invitation behind (fail-closed):
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/access_routes.py:655		Org-admin only, fail-closed + audited: rename / settings / toggle the
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/ai_key_proposal_routes.py:87		staging and never claim that the key was applied.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:109		request body can never seed kernel-trusted authority (principal_role/_scope
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/app.py:132		The one canonical kernel error body: a 403 is a denial, anything else is an error.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:137		A refusal that does not say what WOULD have been accepted cannot be acted
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/app.py:205		Caller-supplied spawn depth, clamped: garbage is 0 (never a 500) and a negative depth floors at 0, so a body can never reset the runaway-tree budget (fleet/spawn.py checks ``depth + 1 > max_depth``).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:249		builds the app without a resolver must not silently get full-trust auth.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:331		D1).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:353		SEC-186: the body may not name somebody else's run.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:50		request (fail-closed to None); never read from the request body.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:506		route so "search" is never captured as a conversation id.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:55		User-Agent), never from a body field.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:622		never load the whole visible set into a dict - that was O(all items).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:63		"machine" so an unlabelled resolver is refused, never admitted.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:634		out-of-scope reads 404 (not 403) so the item's existence never leaks.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app.py:702		(visibility was fully enforced above);
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app_bodies.py:29		selects the handling department.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app_bodies.py:51		{name, media_type, data (base64)}.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app_bodies.py:74		selects the handling department.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/app_bodies.py:78		request, never authority: the runtime resolver looks it up only in
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/approval_gate.py:101		cannot be redeemed for an action described differently.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/approval_gate.py:193		A spent approval must never silently re-pend;
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/approval_posture.py:1		Caller-owned approval posture for delegated agent tool calls.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/audit.py:237		Resolved once per verification, not per row: a rotation cannot move mid-scan, and the
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/audit.py:260		writes cannot both claim seq=N+1 (a unique-violation on Postgres thrown
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/audit.py:37		verify is indistinguishable from tampering, and a check that always fails is one people
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/audit.py:42		it may not.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/audit.py:44		perfectly.
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/audit.py:52		[(retired_at_seq, key)] oldest boundary first; malformed entries are ignored.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/call_gateway_routes.py:65		history cannot be proven, typed provider work fails closed.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_inbound_routes.py:53		channel into allowlist mode;
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/channel_pair_finalization.py:56		List only the caller's safe pairing intent;
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_principal.py:24		than the member tier - the lowest console tier, which operates but can never
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/channel_principal.py:31		The synthetic subject a self-onboarded stranger acts as (SEC-180).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_principal.py:44		is the owner tier.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_principal.py:45		member-bound sender operates but cannot configure/administer (``control.*``
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_principal.py:89		the deterministic synthetic-subject shape, never the message body.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_routes.py:107		TO.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_routes.py:117		never to an error - a malformed address must not drop a verified message).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_routes.py:160		that sender in that thread.
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/channel_routes.py:220		Route a bound sender's HITL reply through the SHARED respond/answer logic (hitl_http) AS THAT PRINCIPAL - approver eligibility is exactly what hitl_response_auth enforces on the API, so a non-approver gets the same fail-
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_routes.py:236		message can never decide an approval: explicit /approve|/deny only).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_routes.py:273		audit-always, keys-only (the decision kind and answer length, never text)
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_routes.py:335		deactivated user): onboarding must never mint a fresh synthetic
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/channel_routes.py:423		Role-rank clamp (parity with access_routes._reject_escalation, SEC-102): no principal may bind an external sender to a channel role ranked above its own - an admin must not mint a superadmin channel identity.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_routes.py:436		stay kernel-side and never cross into an agent (SEC-04/05).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/channel_routes.py:64		channel must not let strangers mint unbounded synthetic identities.
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/channel_routes.py:68		The at-rest representation of a pairing code: sha256, never plaintext.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/control_routes.py:108		and must never turn success into a client-visible failure.
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/control_routes.py:13		Late-wire the built-in adapter for in-process/test app construction.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/control_routes.py:96		notifier or sweep cannot find an orphaned replay claimant.
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/conversation_list_views.py:38		Return enough matched content to explain a hit, never the full message.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/cost.py:293		raising callback must never abort a metered reservation, matching every
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/cost.py:316		charged for a call that never ran).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/cost.py:45		policy-as-data price table (FR-COST-04) - a configured price always wins - and
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/credentials.py:110		row is broken.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/desktop_routes.py:48		kernel on the serving loop, AFTER routes are registered, so it cannot
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/dev_egress_runtime.py:75		Read the declared posture off a loaded manifest.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/device_routes.py:40		request.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/dispatch.py:144		the caller's hint is built where it cannot contaminate a row.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/dispatch.py:150		a short scalar is taken - never free text, never a secret-bearing value.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/dispatch.py:200		decision and a relay failure never breaks a call (P9).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/dispatch.py:204		fail-safe (like the event relay) and never changes the dispatch outcome.
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/dispatch.py:296		Publish a run event, fail-safe.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/dispatch.py:369		attributes which adapter serviced the call (it was always None before).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/dispatch.py:379		keys (K-20), never the raw input (see fleet/chat._project_chat_event).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/dispatch.py:480		1.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/dispatch.py:513		call the adapter provably never saw, and the retry that retry_after
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/dispatch.py:553		invalid output) must release the claim like the gate above, never park
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/dispatch.py:560		raises PendingHuman - it never touches an adapter/agent.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/dispatch.py:686		reference fails closed (CredentialResolution).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/events.py:100		resumed run never re-uses a seq a live cursor already passed.
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/events.py:319		Select the relay explicitly;
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/events.py:95		list index would shift on every trim;
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hands_registry.py:30		A command the executor never claims (offline) or never completes (crashed
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hands_registry.py:31		mid-action) must not linger: after the TTL it is expired and swept, so a stale
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hands_registry.py:32		window action can never be picked up and executed late.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hands_registry.py:33		(8 s) is deliberately shorter than this, so a waiting dispatch always resolves
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/hands_registry.py:84		Mark a command claimed (mark-on-read) and return it, or None when the id is unknown, expired, or already claimed.
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/hands_registry.py:95		Resolve a command with the executor's receipt.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/held_call.py:184		DIFFERENT action and can never spend the approval it was held for.
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/held_call.py:323		The recorded call for an answered approval, or None when it is gone.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/held_call.py:59		same question and cannot drift apart.
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/held_call.py:96		Whether this pause could be RECORDED as a held call if it happened now.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl.py:216		expired on the spot and refuses the answer with a typed 409 - the
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl.py:289		A stale approval can never execute (SEC-14): the human approved in
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/hitl_expiry.py:124		Drop the seal of a write held by a request that has just timed out.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_expiry.py:206		the loop below simply never ran.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_expiry.py:58		default (never a boot crash, P9).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_http.py:126		An approval whose context is not canonical JSON cannot be raised by
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_http.py:127		the gate (it refuses at creation), so this is a legacy or hand-made
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_http.py:193		Either relief (sole_author / development_posture) always leaves a
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_http.py:253		Owner = the run's owning work item's on_behalf_of;
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_http.py:254		write when ownership cannot be confirmed.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_response_auth.py:199		AFTER the relief, never before: dev_posture.posture_block lifts
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_response_auth.py:200		INDEPENDENCE and never authority, so a superadmin without the verb's
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_response_auth.py:286		the route admitted a user the notice never told.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_response_auth.py:322		HOW this caller authenticated, which is the only fact here the store
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/hitl_response_auth.py:323		cannot answer.
ORDINARY	NO-SUBJECT	docstring	boltrig/kernel/invoke_finalization.py:12		Return only the state needed to resume an exact caller-held invocation.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/mcp.py:212		(list_verbs, get_tenant_permissions, get_verb).
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/mcp.py:214		would see a null GUC and fail closed on every tool list/call.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/mcp.py:63		The run that DELEGATED to this one.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/pii.py:122		may not be widened for one of them.
ORDINARY	NO-SUBJECT	comment	boltrig/kernel/platform_routes/admin.py:50		a bare ValueError never leaks internal text as the client reason.
